session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,order_subtotal,delivery_fee,checkout_started,converted_order,tipped,tip_pct,tip_amount,driver_accepted
TIP-00255,USR-0255,east,power_user,web,treatment,0,0,3,23.43,3.44,1,1,1,0.1697,3.98,0
TIP-00256,USR-0256,west,new_user,ios,treatment,1,0,4,28.24,3.47,1,0,0,0.0,0.0,0
TIP-00257,USR-0257,north,casual,android,control,1,0,1,30.94,2.97,1,1,1,0.1371,4.24,1
TIP-00258,USR-0258,south,power_user,web,treatment,0,0,2,35.46,3.5,1,1,0,0.0,0.0,1
TIP-00259,USR-0259,east,new_user,ios,treatment,0,0,3,37.88,3.07,1,1,1,0.1377,5.22,1
TIP-00260,USR-0260,west,casual,android,control,0,1,4,39.74,3.05,1,1,1,0.1668,6.63,1
TIP-00261,USR-0261,north,power_user,web,control,1,0,1,44.73,3.74,1,0,0,0.0,0.0,0
TIP-00262,USR-0262,south,new_user,ios,treatment,1,0,2,17.56,3.0,1,1,1,0.1528,2.68,1
TIP-00263,USR-0263,east,casual,android,control,0,0,3,20.57,3.34,1,1,0,0.0,0.0,0
TIP-00264,USR-0264,west,power_user,web,control,0,0,4,24.64,3.51,1,1,1,0.1513,3.73,0
TIP-00265,USR-0265,north,new_user,ios,treatment,0,0,1,28.41,2.66,1,1,1,0.1197,3.4,1
TIP-00266,USR-0266,south,casual,android,treatment,1,0,2,29.78,3.4,1,1,1,0.1141,3.4,0
TIP-00267,USR-0267,east,power_user,web,control,1,1,3,33.05,3.79,1,0,0,0.0,0.0,0
TIP-00268,USR-0268,west,new_user,ios,treatment,0,0,4,37.97,3.05,1,1,1,0.1705,6.47,0
TIP-00269,USR-0269,north,casual,android,treatment,0,0,1,40.64,3.38,1,0,0,0.0,0.0,0
TIP-00270,USR-0270,south,power_user,web,control,0,0,2,43.43,3.01,1,1,1,0.1067,4.63,0
TIP-00271,USR-0271,east,new_user,ios,control,1,0,3,17.9,3.63,1,1,1,0.1226,2.19,1
TIP-00272,USR-0272,west,casual,android,treatment,1,0,4,21.41,3.42,1,1,1,0.1426,3.05,1
TIP-00273,USR-0273,north,power_user,web,control,0,0,1,24.28,3.15,1,0,0,0.0,0.0,0
TIP-00274,USR-0274,south,new_user,ios,control,0,1,2,28.47,2.56,1,1,0,0.0,0.0,1
TIP-00275,USR-0275,east,casual,android,treatment,0,0,3,31.92,3.21,1,0,0,0.0,0.0,0
TIP-00276,USR-0276,west,power_user,web,treatment,1,0,4,35.59,3.21,1,1,1,0.1462,5.2,0
TIP-00277,USR-0277,north,new_user,ios,control,1,0,1,38.24,3.27,1,0,0,0.0,0.0,0
TIP-00278,USR-0278,south,casual,android,treatment,0,0,2,42.2,2.83,1,1,0,0.0,0.0,0
TIP-00279,USR-0279,east,power_user,web,treatment,0,0,3,44.54,3.4,1,0,0,0.0,0.0,0
TIP-00280,USR-0280,west,new_user,ios,control,0,0,4,18.99,3.07,1,0,0,0.0,0.0,0
TIP-00281,USR-0281,north,casual,android,control,1,1,1,21.35,3.24,1,1,1,0.1048,2.24,0
TIP-00282,USR-0282,south,power_user,web,treatment,1,0,2,24.76,3.09,1,1,1,0.1574,3.9,1
TIP-00283,USR-0283,east,new_user,ios,control,0,0,3,28.87,3.41,1,0,0,0.0,0.0,0
TIP-00284,USR-0284,west,casual,android,control,0,0,4,29.72,2.86,1,0,0,0.0,0.0,0
TIP-00285,USR-0285,north,power_user,web,treatment,0,0,1,33.22,2.9,1,1,0,0.0,0.0,0
TIP-00286,USR-0286,south,new_user,ios,treatment,1,0,2,38.59,3.02,1,1,1,0.1482,5.72,1
TIP-00287,USR-0287,east,casual,android,control,1,0,3,40.62,3.15,1,0,0,0.0,0.0,0
TIP-00288,USR-0288,west,power_user,web,treatment,0,1,4,43.84,3.08,1,1,0,0.0,0.0,1
TIP-00289,USR-0289,north,new_user,ios,treatment,0,0,1,19.47,2.89,1,0,0,0.0,0.0,0
TIP-00290,USR-0290,south,casual,android,control,0,0,2,23.15,3.0,1,1,1,0.13,3.01,0
TIP-00291,USR-0291,east,power_user,web,control,1,0,3,25.81,3.72,1,1,1,0.1443,3.72,0
TIP-00292,USR-0292,west,new_user,ios,treatment,1,0,4,28.17,2.95,1,0,0,0.0,0.0,0
TIP-00293,USR-0293,north,casual,android,control,0,0,1,32.32,2.8,1,0,0,0.0,0.0,0
TIP-00294,USR-0294,south,power_user,web,control,0,0,2,33.67,3.49,1,1,1,0.1531,5.15,1
TIP-00295,USR-0295,east,new_user,ios,treatment,0,1,3,37.44,2.87,1,1,1,0.1466,5.49,1
TIP-00296,USR-0296,west,casual,android,treatment,1,0,4,42.38,3.25,1,1,0,0.0,0.0,0
TIP-00297,USR-0297,north,power_user,web,control,1,0,1,44.48,3.71,1,1,1,0.1386,6.16,1
TIP-00298,USR-0298,south,new_user,ios,treatment,0,0,2,17.24,3.27,1,1,1,0.1154,1.99,1
TIP-00299,USR-0299,east,casual,android,treatment,0,0,3,22.67,3.09,1,0,0,0.0,0.0,0
TIP-00300,USR-0300,west,power_user,web,control,0,0,4,24.89,2.61,1,1,1,0.1196,2.98,1
TIP-00301,USR-0301,north,new_user,ios,control,1,0,1,28.94,3.34,1,1,0,0.0,0.0,1
TIP-00302,USR-0302,south,casual,android,treatment,1,1,2,29.65,3.41,1,1,1,0.1346,3.99,1
TIP-00303,USR-0303,east,power_user,web,control,0,0,3,33.57,2.95,1,0,0,0.0,0.0,0
TIP-00304,USR-0304,west,new_user,ios,control,0,0,4,36.27,3.56,1,1,1,0.1449,5.26,0
TIP-00305,USR-0305,north,casual,android,treatment,0,0,1,40.97,2.92,1,1,1,0.157,6.43,1
TIP-00306,USR-0306,south,power_user,web,treatment,1,0,2,42.45,3.71,1,1,1,0.1456,6.18,0
TIP-00307,USR-0307,east,new_user,ios,control,1,0,3,19.15,3.21,1,1,1,0.1537,2.94,1
TIP-00308,USR-0308,west,casual,android,treatment,0,0,4,22.49,3.0,1,0,0,0.0,0.0,0
TIP-00309,USR-0309,north,power_user,web,treatment,0,1,1,25.22,3.38,1,1,0,0.0,0.0,1
TIP-00310,USR-0310,south,new_user,ios,control,0,0,2,27.34,2.54,1,1,1,0.1523,4.16,1
TIP-00311,USR-0311,east,casual,android,control,1,0,3,32.77,3.44,1,1,0,0.0,0.0,1
TIP-00312,USR-0312,west,power_user,web,treatment,1,0,4,33.94,3.7,1,0,0,0.0,0.0,0
TIP-00313,USR-0313,north,new_user,ios,control,0,0,1,37.06,2.63,1,1,0,0.0,0.0,0
TIP-00314,USR-0314,south,casual,android,control,0,0,2,42.06,2.92,1,0,0,0.0,0.0,0
TIP-00315,USR-0315,east,power_user,web,treatment,0,0,3,43.99,3.04,1,0,0,0.0,0.0,0
TIP-00316,USR-0316,west,new_user,ios,treatment,1,1,4,18.46,3.72,1,0,0,0.0,0.0,0
TIP-00317,USR-0317,north,casual,android,control,1,0,1,20.25,3.5,1,0,0,0.0,0.0,0
TIP-00318,USR-0318,south,power_user,web,treatment,0,0,2,24.95,2.84,1,1,1,0.1279,3.19,1
TIP-00319,USR-0319,east,new_user,ios,treatment,0,0,3,27.76,3.25,1,1,1,0.1669,4.63,1
TIP-00320,USR-0320,west,casual,android,control,0,0,4,32.79,2.79,1,0,0,0.0,0.0,0
TIP-00321,USR-0321,north,power_user,web,control,1,0,1,35.83,2.92,1,1,1,0.1371,4.91,1
TIP-00322,USR-0322,south,new_user,ios,treatment,1,0,2,39.05,3.0,1,0,0,0.0,0.0,0
TIP-00323,USR-0323,east,casual,android,control,0,1,3,41.7,2.53,1,1,0,0.0,0.0,1
TIP-00324,USR-0324,west,power_user,web,control,0,0,4,43.63,3.11,1,1,0,0.0,0.0,0
TIP-00325,USR-0325,north,new_user,ios,treatment,0,0,1,17.99,3.33,1,0,0,0.0,0.0,0
TIP-00326,USR-0326,south,casual,android,treatment,1,0,2,21.69,3.28,1,0,0,0.0,0.0,0
TIP-00327,USR-0327,east,power_user,web,control,1,0,3,24.0,2.96,1,0,0,0.0,0.0,0
TIP-00328,USR-0328,west,new_user,ios,treatment,0,0,4,28.0,2.92,1,0,0,0.0,0.0,0
TIP-00329,USR-0329,north,casual,android,treatment,0,0,1,30.44,2.78,1,1,0,0.0,0.0,1
TIP-00330,USR-0330,south,power_user,web,control,0,1,2,35.73,3.03,1,1,0,0.0,0.0,1
TIP-00331,USR-0331,east,new_user,ios,control,1,0,3,38.88,3.33,1,1,0,0.0,0.0,0
TIP-00332,USR-0332,west,casual,android,treatment,1,0,4,40.22,3.22,1,1,1,0.176,7.08,0
TIP-00333,USR-0333,north,power_user,web,control,0,0,1,44.68,3.51,1,1,0,0.0,0.0,1
TIP-00334,USR-0334,south,new_user,ios,control,0,0,2,17.19,2.71,1,1,0,0.0,0.0,1
TIP-00335,USR-0335,east,casual,android,treatment,0,0,3,21.77,2.9,1,0,0,0.0,0.0,0
TIP-00336,USR-0336,west,power_user,web,treatment,1,0,4,24.97,3.51,1,1,1,0.182,4.54,1
TIP-00337,USR-0337,north,new_user,ios,control,1,1,1,28.08,3.69,1,0,0,0.0,0.0,0
TIP-00338,USR-0338,south,casual,android,treatment,0,0,2,29.84,3.56,1,0,0,0.0,0.0,0
TIP-00339,USR-0339,east,power_user,web,treatment,0,0,3,34.24,3.24,1,1,0,0.0,0.0,0
TIP-00340,USR-0340,west,new_user,ios,control,0,0,4,38.05,2.69,1,0,0,0.0,0.0,0
TIP-00341,USR-0341,north,casual,android,control,1,0,1,40.58,3.84,1,1,1,0.1014,4.11,1
TIP-00342,USR-0342,south,power_user,web,treatment,1,0,2,43.43,3.62,1,1,0,0.0,0.0,0
TIP-00343,USR-0343,east,new_user,ios,control,0,0,3,19.51,2.77,1,0,0,0.0,0.0,0
TIP-00344,USR-0344,west,casual,android,control,0,1,4,21.76,2.63,1,1,1,0.1446,3.15,1
TIP-00345,USR-0345,north,power_user,web,treatment,0,0,1,26.21,2.66,1,0,0,0.0,0.0,0
TIP-00346,USR-0346,south,new_user,ios,treatment,1,0,2,28.71,3.51,1,0,0,0.0,0.0,0
TIP-00347,USR-0347,east,casual,android,control,1,0,3,31.4,3.75,1,1,1,0.1443,4.53,1
TIP-00348,USR-0348,west,power_user,web,treatment,0,0,4,34.88,3.33,1,1,1,0.1544,5.39,1
TIP-00349,USR-0349,north,new_user,ios,treatment,0,0,1,36.93,3.54,1,1,0,0.0,0.0,1
TIP-00350,USR-0350,south,casual,android,control,0,0,2,40.15,2.57,1,1,1,0.1276,5.12,1
TIP-00351,USR-0351,east,power_user,web,control,1,1,3,44.34,3.18,1,0,0,0.0,0.0,0
TIP-00352,USR-0352,west,new_user,ios,treatment,1,0,4,19.15,3.79,1,0,0,0.0,0.0,0
TIP-00353,USR-0353,north,casual,android,control,0,0,1,20.42,2.9,1,1,1,0.1187,2.42,1
TIP-00354,USR-0354,south,power_user,web,control,0,0,2,23.99,2.6,1,1,1,0.1348,3.23,1
TIP-00355,USR-0355,east,new_user,ios,treatment,0,0,3,29.17,2.67,1,1,1,0.1362,3.97,1
TIP-00356,USR-0356,west,casual,android,treatment,1,0,4,31.19,3.41,1,1,1,0.1283,4.0,0
TIP-00357,USR-0357,north,power_user,web,control,1,0,1,34.42,3.9,1,1,1,0.0958,3.3,1
TIP-00358,USR-0358,south,new_user,ios,treatment,0,1,2,38.82,3.21,1,1,1,0.1576,6.12,1
TIP-00359,USR-0359,east,casual,android,treatment,0,0,3,42.02,3.29,1,0,0,0.0,0.0,0
TIP-00360,USR-0360,west,power_user,web,control,0,0,4,43.57,2.93,1,1,1,0.1474,6.42,1
TIP-00361,USR-0001,north,new_user,ios,control,1,0,1,18.41,3.68,1,1,0,0.0,0.0,1
TIP-00362,USR-0002,south,casual,android,treatment,1,0,2,20.38,3.91,1,1,0,0.0,0.0,1
TIP-00363,USR-0003,east,power_user,web,control,0,0,3,26.2,3.32,1,1,1,0.1365,3.58,1
TIP-00364,USR-0004,west,new_user,ios,control,0,0,4,26.84,2.86,1,1,1,0.1503,4.03,1
TIP-00365,USR-0005,north,casual,android,treatment,0,1,1,30.65,3.16,1,1,0,0.0,0.0,0
TIP-00366,USR-0006,south,power_user,web,treatment,1,0,2,33.76,3.21,1,0,0,0.0,0.0,0
TIP-00367,USR-0007,east,new_user,ios,control,1,0,3,37.7,3.62,1,1,0,0.0,0.0,1
TIP-00368,USR-0008,west,casual,android,treatment,0,0,4,41.36,3.57,1,1,0,0.0,0.0,1
TIP-00369,USR-0009,north,power_user,web,treatment,0,0,1,44.6,2.52,1,1,0,0.0,0.0,0
TIP-00370,USR-0010,south,new_user,ios,control,0,0,2,19.28,3.13,1,0,0,0.0,0.0,0
TIP-00371,USR-0011,east,casual,android,control,1,0,3,21.87,3.03,1,0,0,0.0,0.0,0
TIP-00372,USR-0012,west,power_user,web,treatment,1,1,4,25.18,3.77,1,1,1,0.1287,3.24,0
TIP-00373,USR-0013,north,new_user,ios,control,0,0,1,26.75,2.51,1,1,1,0.131,3.5,1
TIP-00374,USR-0014,south,casual,android,control,0,0,2,32.08,3.5,1,0,0,0.0,0.0,0
TIP-00375,USR-0015,east,power_user,web,treatment,0,0,3,35.15,2.56,1,1,1,0.1369,4.81,1
TIP-00376,USR-0016,west,new_user,ios,treatment,1,0,4,37.68,3.19,1,1,0,0.0,0.0,1
TIP-00377,USR-0017,north,casual,android,control,1,0,1,40.33,3.69,1,0,0,0.0,0.0,0
TIP-00378,USR-0018,south,power_user,web,treatment,0,0,2,44.46,3.25,1,1,1,0.1246,5.54,1
TIP-00379,USR-0019,east,new_user,ios,treatment,0,1,3,17.52,3.56,1,1,1,0.1304,2.28,1
TIP-00380,USR-0020,west,casual,android,control,0,0,4,21.01,2.87,1,0,0,0.0,0.0,0
TIP-00381,USR-0021,north,power_user,web,control,1,0,1,25.75,3.14,1,1,1,0.1139,2.93,0
TIP-00382,USR-0022,south,new_user,ios,treatment,1,0,2,29.02,3.89,1,0,0,0.0,0.0,0
TIP-00383,USR-0023,east,casual,android,control,0,0,3,30.53,2.81,1,0,0,0.0,0.0,0
TIP-00384,USR-0024,west,power_user,web,control,0,0,4,33.91,2.98,1,1,1,0.1281,4.34,1
TIP-00385,USR-0025,north,new_user,ios,treatment,0,0,1,38.99,3.26,1,1,1,0.1353,5.28,1
TIP-00386,USR-0026,south,casual,android,treatment,1,1,2,41.34,3.42,1,0,0,0.0,0.0,0
TIP-00387,USR-0027,east,power_user,web,control,1,0,3,42.57,3.29,1,0,0,0.0,0.0,0
TIP-00388,USR-0028,west,new_user,ios,treatment,0,0,4,17.12,3.34,1,1,1,0.1781,3.05,1
TIP-00389,USR-0029,north,casual,android,treatment,0,0,1,22.99,3.46,1,1,1,0.156,3.59,1
TIP-00390,USR-0030,south,power_user,web,control,0,0,2,25.27,3.49,1,1,1,0.1304,3.3,1
TIP-00391,USR-0031,east,new_user,ios,control,1,0,3,29.4,3.84,1,1,0,0.0,0.0,1
TIP-00392,USR-0032,west,casual,android,treatment,1,0,4,32.54,3.94,1,1,1,0.1785,5.81,0
TIP-00393,USR-0033,north,power_user,web,control,0,1,1,35.76,3.45,1,1,1,0.0989,3.54,0
TIP-00394,USR-0034,south,new_user,ios,control,0,0,2,36.91,3.58,1,1,1,0.1526,5.63,0
TIP-00395,USR-0035,east,casual,android,treatment,0,0,3,40.7,2.7,1,1,1,0.1442,5.87,1
TIP-00396,USR-0036,west,power_user,web,treatment,1,0,4,43.0,3.65,1,0,0,0.0,0.0,0
TIP-00397,USR-0037,north,new_user,ios,control,1,0,1,18.62,3.67,1,1,0,0.0,0.0,0
TIP-00398,USR-0038,south,casual,android,treatment,0,0,2,22.65,3.06,1,1,0,0.0,0.0,1
TIP-00399,USR-0039,east,power_user,web,treatment,0,0,3,23.65,2.85,1,1,1,0.132,3.12,1
TIP-00400,USR-0040,west,new_user,ios,control,0,1,4,29.45,2.82,1,0,0,0.0,0.0,0
TIP-00401,USR-0041,north,casual,android,control,1,0,1,29.64,3.56,1,0,0,0.0,0.0,0
TIP-00402,USR-0042,south,power_user,web,treatment,1,0,2,33.0,2.97,1,1,1,0.1386,4.57,0
TIP-00403,USR-0043,east,new_user,ios,control,0,0,3,38.25,2.83,1,1,0,0.0,0.0,1
TIP-00404,USR-0044,west,casual,android,control,0,0,4,41.17,2.73,1,1,1,0.1581,6.51,1
TIP-00405,USR-0045,north,power_user,web,treatment,0,0,1,43.73,3.09,1,1,1,0.1395,6.1,1
TIP-00406,USR-0046,south,new_user,ios,treatment,1,0,2,17.59,3.67,1,0,0,0.0,0.0,0
TIP-00407,USR-0047,east,casual,android,control,1,1,3,20.26,3.33,1,0,0,0.0,0.0,0
TIP-00408,USR-0048,west,power_user,web,treatment,0,0,4,23.45,3.11,1,1,1,0.1548,3.63,1
TIP-00409,USR-0049,north,new_user,ios,treatment,0,0,1,26.88,2.85,1,1,1,0.1143,3.07,1
TIP-00410,USR-0050,south,casual,android,control,0,0,2,29.89,3.05,1,0,0,0.0,0.0,0
TIP-00411,USR-0051,east,power_user,web,control,1,0,3,34.25,3.4,1,1,1,0.1344,4.6,0
TIP-00412,USR-0052,west,new_user,ios,treatment,1,0,4,38.31,3.28,1,0,0,0.0,0.0,0
TIP-00413,USR-0053,north,casual,android,control,0,0,1,41.59,3.13,1,1,1,0.0965,4.01,0
TIP-00414,USR-0054,south,power_user,web,control,0,1,2,45.39,2.57,1,0,0,0.0,0.0,0
TIP-00415,USR-0055,east,new_user,ios,treatment,0,0,3,16.9,2.94,1,0,0,0.0,0.0,0
TIP-00416,USR-0056,west,casual,android,treatment,1,0,4,22.45,3.92,1,0,0,0.0,0.0,0
TIP-00417,USR-0057,north,power_user,web,control,1,0,1,24.55,3.93,1,1,0,0.0,0.0,0
TIP-00418,USR-0058,south,new_user,ios,treatment,0,0,2,27.6,3.24,1,0,0,0.0,0.0,0
TIP-00419,USR-0059,east,casual,android,treatment,0,0,3,31.33,3.21,1,1,1,0.1485,4.65,1
TIP-00420,USR-0060,west,power_user,web,control,0,0,4,35.13,2.73,1,1,1,0.1334,4.69,1
TIP-00421,USR-0061,north,new_user,ios,control,1,1,1,37.74,3.43,1,0,0,0.0,0.0,0
TIP-00422,USR-0062,south,casual,android,treatment,1,0,2,39.99,3.22,1,1,0,0.0,0.0,0
TIP-00423,USR-0063,east,power_user,web,control,0,0,3,42.76,3.38,1,1,0,0.0,0.0,0
TIP-00424,USR-0064,west,new_user,ios,control,0,0,4,16.85,2.72,1,1,1,0.1499,2.53,1
TIP-00425,USR-0065,north,casual,android,treatment,0,0,1,20.16,3.3,1,1,1,0.1149,2.32,0
TIP-00426,USR-0066,south,power_user,web,treatment,1,0,2,23.38,3.39,1,1,0,0.0,0.0,0
TIP-00427,USR-0067,east,new_user,ios,control,1,0,3,27.42,3.5,1,0,0,0.0,0.0,0
TIP-00428,USR-0068,west,casual,android,treatment,0,1,4,30.63,2.82,1,1,0,0.0,0.0,1
TIP-00429,USR-0069,north,power_user,web,treatment,0,0,1,33.76,2.56,1,0,0,0.0,0.0,0
TIP-00430,USR-0070,south,new_user,ios,control,0,0,2,38.82,3.49,1,0,0,0.0,0.0,0
TIP-00431,USR-0071,east,casual,android,control,1,0,3,40.57,3.39,1,0,0,0.0,0.0,0
TIP-00432,USR-0072,west,power_user,web,treatment,1,0,4,45.41,3.58,1,0,0,0.0,0.0,0
TIP-00433,USR-0073,north,new_user,ios,control,0,0,1,17.82,2.95,1,1,1,0.1345,2.4,1
TIP-00434,USR-0074,south,casual,android,control,0,0,2,22.72,2.82,1,0,0,0.0,0.0,0
TIP-00435,USR-0075,east,power_user,web,treatment,0,1,3,25.78,3.5,1,1,0,0.0,0.0,1
TIP-00436,USR-0076,west,new_user,ios,treatment,1,0,4,26.83,3.11,1,1,1,0.1777,4.77,0
TIP-00437,USR-0077,north,casual,android,control,1,0,1,29.9,3.64,1,1,1,0.1301,3.89,1
TIP-00438,USR-0078,south,power_user,web,treatment,0,0,2,35.6,2.7,1,0,0,0.0,0.0,0
TIP-00439,USR-0079,east,new_user,ios,treatment,0,0,3,38.32,3.1,1,1,0,0.0,0.0,1
TIP-00440,USR-0080,west,casual,android,control,0,0,4,42.26,2.51,1,0,0,0.0,0.0,0
TIP-00441,USR-0081,north,power_user,web,control,1,0,1,45.48,2.97,1,0,0,0.0,0.0,0
TIP-00442,USR-0082,south,new_user,ios,treatment,1,1,2,18.33,3.11,1,0,0,0.0,0.0,0
TIP-00443,USR-0083,east,casual,android,control,0,0,3,20.65,3.5,1,1,0,0.0,0.0,1
TIP-00444,USR-0084,west,power_user,web,control,0,0,4,24.91,2.89,1,1,1,0.1444,3.6,1
TIP-00445,USR-0085,north,new_user,ios,treatment,0,0,1,29.54,3.01,1,0,0,0.0,0.0,0
TIP-00446,USR-0086,south,casual,android,treatment,1,0,2,32.53,3.25,1,1,1,0.1232,4.01,1
TIP-00447,USR-0087,east,power_user,web,control,1,0,3,33.63,3.87,1,1,1,0.1174,3.95,1
TIP-00448,USR-0088,west,new_user,ios,treatment,0,0,4,37.22,3.41,1,1,0,0.0,0.0,1
TIP-00449,USR-0089,north,casual,android,treatment,0,1,1,40.02,3.39,1,0,0,0.0,0.0,0
TIP-00450,USR-0090,south,power_user,web,control,0,0,2,44.45,3.03,1,1,0,0.0,0.0,1
TIP-00451,USR-0091,east,new_user,ios,control,1,0,3,19.11,3.38,1,0,0,0.0,0.0,0
TIP-00452,USR-0092,west,casual,android,treatment,1,0,4,21.73,3.55,1,1,1,0.1736,3.77,0
TIP-00453,USR-0093,north,power_user,web,control,0,0,1,25.34,3.33,1,1,0,0.0,0.0,1
TIP-00454,USR-0094,south,new_user,ios,control,0,0,2,28.66,2.5,1,1,1,0.135,3.87,1
TIP-00455,USR-0095,east,casual,android,treatment,0,0,3,31.57,3.02,1,1,1,0.1493,4.71,1
TIP-00456,USR-0096,west,power_user,web,treatment,1,1,4,34.49,3.14,1,0,0,0.0,0.0,0
TIP-00457,USR-0097,north,new_user,ios,control,1,0,1,36.05,3.73,1,0,0,0.0,0.0,0
TIP-00458,USR-0098,south,casual,android,treatment,0,0,2,41.78,3.49,1,1,1,0.1192,4.98,1
TIP-00459,USR-0099,east,power_user,web,treatment,0,0,3,44.08,3.39,1,1,1,0.1395,6.15,1
TIP-00460,USR-0100,west,new_user,ios,control,0,0,4,18.61,3.58,1,1,0,0.0,0.0,0
TIP-00461,USR-0101,north,casual,android,control,1,0,1,22.09,3.78,1,0,0,0.0,0.0,0
TIP-00462,USR-0102,south,power_user,web,treatment,1,0,2,23.5,3.26,1,1,1,0.1115,2.62,1
TIP-00463,USR-0103,east,new_user,ios,control,0,1,3,28.0,2.97,1,0,0,0.0,0.0,0
TIP-00464,USR-0104,west,casual,android,control,0,0,4,31.41,3.43,1,1,1,0.1193,3.75,1
TIP-00465,USR-0105,north,power_user,web,treatment,0,0,1,35.58,3.47,1,1,1,0.1071,3.81,0
TIP-00466,USR-0106,south,new_user,ios,treatment,1,0,2,38.88,3.46,1,1,0,0.0,0.0,1
TIP-00467,USR-0107,east,casual,android,control,1,0,3,42.28,3.49,1,0,0,0.0,0.0,0
TIP-00468,USR-0108,west,power_user,web,treatment,0,0,4,44.68,2.93,1,1,1,0.1402,6.26,0
TIP-00469,USR-0109,north,new_user,ios,treatment,0,0,1,18.05,3.48,1,1,0,0.0,0.0,1
TIP-00470,USR-0110,south,casual,android,control,0,1,2,23.16,3.29,1,1,0,0.0,0.0,1
TIP-00471,USR-0111,east,power_user,web,control,1,0,3,24.6,3.76,1,1,0,0.0,0.0,0
TIP-00472,USR-0112,west,new_user,ios,treatment,1,0,4,27.67,3.69,1,1,1,0.1816,5.02,1
TIP-00473,USR-0113,north,casual,android,control,0,0,1,30.74,3.53,1,1,0,0.0,0.0,1
TIP-00474,USR-0114,south,power_user,web,control,0,0,2,33.07,3.17,1,0,0,0.0,0.0,0
TIP-00475,USR-0115,east,new_user,ios,treatment,0,0,3,38.28,2.58,1,1,0,0.0,0.0,1
TIP-00476,USR-0116,west,casual,android,treatment,1,0,4,41.57,3.19,1,1,1,0.144,5.99,1
TIP-00477,USR-0117,north,power_user,web,control,1,1,1,43.26,2.99,1,1,1,0.1235,5.34,1
TIP-00478,USR-0118,south,new_user,ios,treatment,0,0,2,16.88,2.88,1,1,1,0.1288,2.17,1
TIP-00479,USR-0119,east,casual,android,treatment,0,0,3,20.93,2.92,1,1,0,0.0,0.0,0
TIP-00480,USR-0120,west,power_user,web,control,0,0,4,26.33,3.12,1,1,1,0.1246,3.28,1
TIP-00481,USR-0121,north,new_user,ios,control,1,0,1,27.98,2.91,1,1,1,0.1196,3.35,1
TIP-00482,USR-0122,south,casual,android,treatment,1,0,2,30.41,3.11,1,0,0,0.0,0.0,0
TIP-00483,USR-0123,east,power_user,web,control,0,0,3,34.7,2.71,1,1,1,0.1612,5.59,1
TIP-00484,USR-0124,west,new_user,ios,control,0,1,4,37.98,3.37,1,1,1,0.1619,6.15,0
TIP-00485,USR-0125,north,casual,android,treatment,0,0,1,42.32,2.64,1,1,0,0.0,0.0,1
TIP-00486,USR-0126,south,power_user,web,treatment,1,0,2,43.41,3.9,1,0,0,0.0,0.0,0
TIP-00487,USR-0127,east,new_user,ios,control,1,0,3,17.73,3.6,1,1,1,0.1223,2.17,1
TIP-00488,USR-0128,west,casual,android,treatment,0,0,4,22.61,2.92,1,1,1,0.1596,3.61,1
TIP-00489,USR-0129,north,power_user,web,treatment,0,0,1,25.38,3.1,1,0,0,0.0,0.0,0
TIP-00490,USR-0130,south,new_user,ios,control,0,0,2,27.88,3.27,1,1,1,0.1391,3.88,0
TIP-00491,USR-0131,east,casual,android,control,1,1,3,32.15,3.29,1,1,0,0.0,0.0,1
TIP-00492,USR-0132,west,power_user,web,treatment,1,0,4,34.91,3.63,1,0,0,0.0,0.0,0
TIP-00493,USR-0133,north,new_user,ios,control,0,0,1,36.24,3.58,1,1,1,0.1209,4.38,0
TIP-00494,USR-0134,south,casual,android,control,0,0,2,41.41,3.09,1,0,0,0.0,0.0,0
TIP-00495,USR-0135,east,power_user,web,treatment,0,0,3,43.55,3.48,1,1,1,0.1237,5.39,1
TIP-00496,USR-0136,west,new_user,ios,treatment,1,0,4,18.9,3.23,1,0,0,0.0,0.0,0
TIP-00497,USR-0137,north,casual,android,control,1,0,1,20.14,3.92,1,0,0,0.0,0.0,0
TIP-00498,USR-0138,south,power_user,web,treatment,0,1,2,24.48,3.32,1,0,0,0.0,0.0,0
TIP-00499,USR-0139,east,new_user,ios,treatment,0,0,3,27.78,2.5,1,1,1,0.1475,4.1,1
TIP-00500,USR-0140,west,casual,android,control,0,0,4,31.44,2.98,1,1,0,0.0,0.0,1
TIP-00501,USR-0141,north,power_user,web,control,1,0,1,34.4,3.22,1,1,1,0.1159,3.99,0
TIP-00502,USR-0142,south,new_user,ios,treatment,1,0,2,36.37,3.87,1,1,1,0.136,4.95,1
TIP-00503,USR-0143,east,casual,android,control,0,0,3,40.75,3.01,1,1,0,0.0,0.0,1
TIP-00504,USR-0144,west,power_user,web,control,0,0,4,43.36,3.38,1,1,0,0.0,0.0,1
TIP-00505,USR-0145,north,new_user,ios,treatment,0,1,1,18.97,2.67,1,0,0,0.0,0.0,0
TIP-00506,USR-0146,south,casual,android,treatment,1,0,2,20.78,3.03,1,1,1,0.1637,3.4,1
TIP-00507,USR-0147,east,power_user,web,control,1,0,3,24.5,3.04,1,1,1,0.1106,2.71,1
TIP-00508,USR-0148,west,new_user,ios,treatment,0,0,4,27.03,3.14,1,1,0,0.0,0.0,1
TIP-00509,USR-0149,north,casual,android,treatment,0,0,1,32.01,3.38,1,1,1,0.151,4.83,1
